Opponent,id,Day,Time,prediction,lower_bound,upper_bound
Clemson,105,Saturday,Night,110.9605706,59.30743367,207.6004217
Clemson,219,Saturday,Night,28.10944822,15.01654393,52.61803799
Clemson,227,Saturday,Night,43.94376053,23.48873829,82.21191218
Clemson,221,Saturday,Night,37.15388229,19.85148824,69.53690086
Clemson,102,Saturday,Night,53.99417122,28.86365278,101.0049056
Clemson,222,Saturday,Night,41.12785985,21.9844909,76.94064253
Clemson,104,Saturday,Night,81.98201413,43.82676653,153.3549284
Clemson,CL1,Saturday,Night,157.1129494,83.88607747,294.2619276
Clemson,214,Saturday,Night,34.95915203,18.68488792,65.40806216
Clemson,107,Saturday,Night,117.1921821,62.64185341,219.246507
Clemson,223,Saturday,Night,45.05245347,24.07322773,84.31455831
Clemson,201,Saturday,Night,32.09586259,17.15388451,60.05312646
Clemson,CL4,Saturday,Night,144.5671121,77.19327013,270.7444555
Clemson,207,Saturday,Night,39.43806299,21.07582334,73.79834171
Clemson,206U,Saturday,Night,37.41799742,19.98534808,70.05664977
Clemson,225,Saturday,Night,62.42040412,33.35427962,116.8157998
Clemson,106,Saturday,Night,128.6539006,68.72324424,240.8475664
Clemson,224L,Saturday,Night,74.62480286,39.88185225,139.633966
Clemson,218,Saturday,Night,38.35645857,20.49517015,71.78363991
Clemson,204U,Saturday,Night,47.81995815,25.55190979,89.4942263
Clemson,208,Saturday,Night,34.34185802,18.34054397,64.30361142
Clemson,224U,Saturday,Night,40.39286964,21.5851515,75.58825418
Clemson,206L,Saturday,Night,50.84477042,27.11797622,95.331254
Clemson,130,Saturday,Night,42.19796306,22.42557685,79.40344627
Clemson,229,Saturday,Night,33.55874459,17.91325712,62.86904335
Clemson,203L,Saturday,Night,49.23354453,26.24037536,92.37451344
Clemson,203U,Saturday,Night,43.03970333,22.97531008,80.62637922
Clemson,204L,Saturday,Night,56.07807108,29.84497913,105.3694842
Clemson,226U,Saturday,Night,41.01868897,21.92134367,76.75318039
Clemson,110,Saturday,Night,52.34518273,27.90688755,98.1842977
Clemson,131,Saturday,Night,43.15675561,23.01795243,80.9153447
Clemson,205U,Saturday,Night,41.35984183,22.09749878,77.41312867
Clemson,205L,Saturday,Night,59.09833118,31.41461329,111.1779641
Clemson,TT3,Saturday,Night,94.83640258,39.10187955,230.0130674
Clemson,TT1,Saturday,Night,414.4777942,170.8733892,1005.375048
Clemson,128,Thursday,Night,99.9575312,53.49965849,186.7583518
Clemson,123,Thursday,Night,100.8590401,53.96445123,188.5045755
Clemson,111,Thursday,Night,69.32665821,37.10106007,129.5430785
Clemson,228,Thursday,Night,57.65118681,30.85344869,107.7240789
Clemson,109,Thursday,Night,104.0862379,55.67843157,194.5806411
Clemson,217,Thursday,Night,49.24143324,26.34914191,92.02268351
Clemson,CL2,Thursday,Night,242.3694216,129.6464668,453.1009446
Clemson,108,Thursday,Night,133.3871706,71.3732238,249.2830831
Clemson,129,Thursday,Night,84.50876619,45.23110083,157.8942681
Clemson,211,Thursday,Night,47.85025682,25.5912194,89.47002648
Clemson,127,Thursday,Night,141.5756951,75.74752454,264.6116499
Clemson,122,Thursday,Night,81.16744508,43.41721511,151.740597
Clemson,210,Thursday,Night,46.72868408,25.00058805,87.3407422
Clemson,216,Thursday,Night,46.35591556,24.8005543,86.64608386
Clemson,215,Thursday,Night,56.87220591,30.42432316,106.3112493
Clemson,121,Thursday,Night,71.31546427,38.15399853,133.2991466
Clemson,213,Thursday,Night,47.08361674,25.1934527,87.99377328
Clemson,212,Thursday,Night,46.44377333,24.84721193,86.81151376
Clemson,101,Thursday,Night,59.52722723,31.85465405,111.2393428
Clemson,103,Thursday,Night,99.17874088,53.06167596,185.3771572
Clemson,226L,Thursday,Night,84.44306625,45.15051042,157.9302509
Clemson,CL3,Thursday,Night,249.9830884,133.6556116,467.556459
Clemson,132,Thursday,Night,56.63743747,30.30585522,105.8475103
Clemson,124,Thursday,Night,128.5275937,68.72308815,240.3754368
Clemson,202,Thursday,Night,55.70719158,29.80734198,104.1116378
Clemson,105,Thursday,Night,159.5471196,85.35828267,298.2169108
Clemson,219,Thursday,Night,40.41779409,21.61265037,75.58527301
Clemson,227,Thursday,Night,63.18551154,33.80561652,118.0989812
Clemson,221,Thursday,Night,53.42253439,28.56915274,99.89680851
Clemson,102,Thursday,Night,77.63671764,41.54082966,145.0972447
Clemson,222,Thursday,Night,59.13660623,31.64022876,110.528221
Clemson,104,Thursday,Night,117.8796588,63.07623773,220.2987126
Clemson,CL1,Thursday,Night,225.9083418,120.7319261,422.7098877
Clemson,214,Thursday,Night,50.26679276,26.89219445,93.95850754
Clemson,107,Thursday,Night,168.5073805,90.15535241,314.9534278
Clemson,223,Thursday,Night,64.77967029,34.64691343,121.1191782
Clemson,201,Thursday,Night,46.14974849,24.68801401,86.26855464
Clemson,CL4,Thursday,Night,207.8690311,111.0987382,388.9291165
Clemson,207,Thursday,Night,56.70689431,30.3338469,106.0093655
Clemson,206U,Thursday,Night,53.80229818,28.76218344,100.642126
Clemson,225,Thursday,Night,89.75256367,48.00205618,167.8162005
Clemson,106,Thursday,Night,184.9878668,98.90680014,345.9874427
Clemson,224L,Thursday,Night,107.3009293,57.39755439,200.591986
Clemson,218,Thursday,Night,55.15168538,29.49536534,103.124961
Clemson,204U,Thursday,Night,68.75898832,36.77215307,128.5700749
Clemson,208,Thursday,Night,49.37920288,26.39571892,92.37504323
Clemson,224U,Thursday,Night,58.07978424,31.0631755,108.5935769
Clemson,206L,Thursday,Night,73.1082818,39.02931783,136.9437429
Clemson,130,Thursday,Night,60.67527789,32.27591776,114.0630415
Clemson,229,Thursday,Night,48.25318584,25.77896629,90.32053176
Clemson,203L,Thursday,Night,70.79154487,37.76482652,132.7013332
Clemson,203U,Thursday,Night,61.88559283,33.0668351,115.820779
Clemson,204L,Thursday,Night,80.63309931,42.95237279,151.3699077
Clemson,226U,Thursday,Night,58.97963246,31.54670648,110.2681526
Clemson,110,Thursday,Night,75.26568294,40.16208671,141.0515113
Clemson,131,Thursday,Night,62.05389904,33.1292929,116.2320729
Clemson,205U,Thursday,Night,59.47016667,31.80138478,111.212161
Clemson,205L,Thursday,Night,84.97584734,45.21122955,159.7146263
Clemson,TT3,Thursday,Night,136.3626266,56.26126683,330.5074163
Clemson,TT1,Thursday,Night,595.9660969,245.8590898,1444.630699
Bowling Green,128,Saturday,Noon,53.85952304,28.72536991,100.9855828
Bowling Green,123,Saturday,Noon,51.82302182,27.58300284,97.36523636
Bowling Green,111,Saturday,Noon,41.84525848,22.30421052,78.5065069
Bowling Green,228,Saturday,Noon,38.70498192,20.62638155,72.62910469
Bowling Green,109,Saturday,Noon,59.56538943,31.58200258,112.3435922
Bowling Green,217,Saturday,Noon,33.46946732,17.79757652,62.94144829
Bowling Green,CL2,Saturday,Noon,111.3643037,59.13388056,209.7276218
Bowling Green,108,Saturday,Noon,65.97590092,35.07960075,124.0840662
Bowling Green,129,Saturday,Noon,49.11063392,26.17114995,92.15698847
Bowling Green,211,Saturday,Noon,31.50868209,16.74464967,59.2904042
Bowling Green,127,Saturday,Noon,70.68418016,37.60552186,132.8595663
Bowling Green,122,Saturday,Noon,45.94599158,24.39277318,86.54342525
Bowling Green,210,Saturday,Noon,31.52788482,16.7689131,59.27680081
Bowling Green,216,Saturday,Noon,29.41321723,15.61121931,55.41766666
Bowling Green,215,Saturday,Noon,32.64697313,17.365701,61.37528536
Bowling Green,121,Saturday,Noon,41.83419943,22.25764348,78.62917938
Bowling Green,213,Saturday,Noon,30.36594178,16.17120179,57.02052526
Bowling Green,212,Saturday,Noon,32.2131493,17.1479014,60.51393482
Bowling Green,101,Saturday,Noon,34.82844931,18.55013126,65.39149853
Bowling Green,103,Saturday,Noon,53.3096758,28.35689677,100.2197651
Bowling Green,226L,Saturday,Noon,59.44211563,31.23470582,113.1230475
Bowling Green,CL3,Saturday,Noon,112.7977688,59.68822302,213.1632674
Bowling Green,132,Saturday,Noon,46.06073519,24.47931049,86.6687535
Bowling Green,124,Saturday,Noon,62.3989482,33.05345658,117.7979291
Bowling Green,202,Saturday,Noon,35.83463741,19.02741962,67.48793395
Bowling Green,105,Saturday,Noon,70.96041961,37.74450846,133.406987
Bowling Green,219,Saturday,Noon,26.74263962,14.22337179,50.28124022
Bowling Green,227,Saturday,Noon,48.16705301,25.59141071,90.65795637
Bowling Green,221,Saturday,Noon,39.39030079,20.76668515,74.71562192
Bowling Green,102,Saturday,Noon,43.83008756,23.34047241,82.30667066
Bowling Green,222,Saturday,Noon,39.19036056,20.87835939,73.56346024
Bowling Green,104,Saturday,Noon,63.79496977,33.92978024,119.9476725
Bowling Green,CL1,Saturday,Noon,95.01525447,50.09586471,180.2124513
Bowling Green,214,Saturday,Noon,29.81882731,15.84486396,56.11676214
Bowling Green,107,Saturday,Noon,71.82027304,38.18600768,135.0796256
Bowling Green,223,Saturday,Noon,50.56480518,26.76710211,95.52022152
Bowling Green,201,Saturday,Noon,38.39839131,20.18569571,73.04362833
Bowling Green,CL4,Saturday,Noon,77.47422813,40.96396985,146.5252525
Bowling Green,207,Saturday,Noon,32.95908866,17.53581225,61.94760242
Bowling Green,206U,Saturday,Noon,42.35213044,22.44208989,79.925843
Bowling Green,225,Saturday,Noon,55.11467879,29.12825766,104.2845698
Bowling Green,106,Saturday,Noon,87.80102939,46.3376521,166.3662359
Bowling Green,224L,Saturday,Noon,63.60696844,33.75292352,119.8665482
Bowling Green,218,Saturday,Noon,36.51779005,19.38274035,68.80084891
Bowling Green,204U,Saturday,Noon,49.95201221,26.02879086,95.86321304
Bowling Green,208,Saturday,Noon,36.97905446,19.4301904,70.37761546
Bowling Green,224U,Saturday,Noon,50.61102212,26.63778765,96.15947064
Bowling Green,206L,Saturday,Noon,52.21284946,26.7270797,102.0007303
Bowling Green,130,Saturday,Noon,35.50015579,18.78003404,67.10643112
Bowling Green,229,Saturday,Noon,47.17013776,24.37017294,91.30103022
Bowling Green,203L,Saturday,Noon,47.11146538,24.54948926,90.40881245
Bowling Green,203U,Saturday,Noon,45.4851191,23.63293279,87.54292487
Bowling Green,204L,Saturday,Noon,48.64904069,25.33542529,93.41580548
Bowling Green,226U,Saturday,Noon,55.2382712,28.82219748,105.865162
Bowling Green,110,Saturday,Noon,37.5172672,19.38085469,72.62555549
Bowling Green,131,Saturday,Noon,36.30676545,19.27681216,68.38170165
Bowling Green,205U,Saturday,Noon,43.56825124,22.59607837,84.00539621
Bowling Green,205L,Saturday,Noon,40.01596231,20.15375534,79.45304546
Bowling Green,TT3,Saturday,Noon,79.78363934,32.80812635,194.0198912
Bowling Green,TT1,Saturday,Noon,348.690439,143.3700302,848.0504754
Bowling Green,128,Saturday,Afternoon,64.27569336,34.28676505,120.4944459
Bowling Green,123,Saturday,Afternoon,61.84534269,32.92321045,116.1747703
Bowling Green,111,Saturday,Afternoon,49.93792835,26.62242814,93.67277376
Bowling Green,228,Saturday,Afternoon,46.19033754,24.61976093,86.65995128
Bowling Green,109,Saturday,Afternoon,71.08504661,37.69639633,134.0468677
Bowling Green,217,Saturday,Afternoon,39.94229983,21.24327101,75.10083147
Bowling Green,CL2,Saturday,Afternoon,132.9016195,70.58244981,250.2440834
Bowling Green,108,Saturday,Afternoon,78.73531991,41.87117524,148.0553284
Bowling Green,129,Saturday,Afternoon,58.60839213,31.23802638,109.960328
Bowling Green,211,Saturday,Afternoon,37.60230826,19.98648916,70.74447018
Bowling Green,127,Saturday,Afternoon,84.3541575,44.88613394,158.5261029
Bowling Green,122,Saturday,Afternoon,54.83172333,29.11531576,103.2624172
Bowling Green,210,Saturday,Afternoon,37.62522471,20.01545476,70.72822232
Bowling Green,216,Saturday,Afternoon,35.10159067,18.63361503,66.12359788
Bowling Green,215,Saturday,Afternoon,38.96073926,20.72778418,73.23210192
Bowling Green,121,Saturday,Afternoon,49.92473053,26.56683191,93.81919256
Bowling Green,213,Saturday,Afternoon,36.23856752,19.30203046,68.0360431
Bowling Green,212,Saturday,Afternoon,38.44301601,20.46782184,72.20433571
Bowling Green,101,Saturday,Afternoon,41.56410234,22.14153385,78.02416109
Bowling Green,103,Saturday,Afternoon,63.61950833,33.84692835,119.5807725
Bowling Green,226L,Saturday,Afternoon,70.93793226,37.2817706,134.9772329
Bowling Green,CL3,Saturday,Afternoon,134.6123098,71.24404747,254.3436902
Bowling Green,132,Saturday,Afternoon,54.9686578,29.21861553,103.4119271
Bowling Green,124,Saturday,Afternoon,74.46660189,39.45271918,140.5549456
Bowling Green,202,Saturday,Afternoon,42.76488234,22.71120829,80.52566548
Bowling Green,105,Saturday,Afternoon,84.68382031,45.05202637,159.1792867
Bowling Green,219,Saturday,Afternoon,31.91453631,16.97708437,59.99484985
Bowling Green,227,Saturday,Afternoon,57.48232725,30.54602095,108.171796
Bowling Green,221,Saturday,Afternoon,47.00819376,24.78715456,89.1498165
Bowling Green,102,Saturday,Afternoon,52.30661375,27.85930878,98.20709706
Bowling Green,222,Saturday,Afternoon,46.76958606,24.92052081,87.77481808
Bowling Green,104,Saturday,Afternoon,76.13260725,40.49874736,143.1198312
Bowling Green,CL1,Saturday,Afternoon,113.3907435,59.79451973,215.0274099
Bowling Green,214,Saturday,Afternoon,35.58564377,18.91250032,66.95772748
Bowling Green,107,Saturday,Afternoon,85.70996523,45.57899669,161.1750735
Bowling Green,223,Saturday,Afternoon,60.34379306,31.94929913,113.9734974
Bowling Green,201,Saturday,Afternoon,45.8244538,24.09366582,87.15488052
Bowling Green,CL4,Saturday,Afternoon,92.45736779,48.89471044,174.832099
Bowling Green,207,Saturday,Afternoon,39.33321642,20.93083115,73.91497755
Bowling Green,206U,Saturday,Afternoon,50.54282689,26.786958,95.36645967
Bowling Green,225,Saturday,Afternoon,65.77359014,34.76756653,124.4310601
Bowling Green,106,Saturday,Afternoon,104.7813223,55.30872469,198.5062133
Bowling Green,224L,Saturday,Afternoon,75.90824739,40.28762491,143.0231252
Bowling Green,218,Saturday,Afternoon,43.58015339,23.13531817,82.09222606
Bowling Green,204U,Saturday,Afternoon,59.6124889,31.06791732,114.3832332
Bowling Green,208,Saturday,Afternoon,44.13062409,23.19189096,83.97383317
Bowling Green,224U,Saturday,Afternoon,60.39894813,31.79489925,114.7364206
Bowling Green,206L,Saturday,Afternoon,62.3105611,31.90124939,121.7070209
Bowling Green,130,Saturday,Afternoon,42.3657136,22.41499327,80.07380004
Bowling Green,229,Saturday,Afternoon,56.29261344,29.08812998,108.9399122
Bowling Green,203L,Saturday,Afternoon,56.22259411,29.30222589,107.8750843
Bowling Green,203U,Saturday,Afternoon,54.28172035,28.20820435,104.455609
Bowling Green,204L,Saturday,Afternoon,58.05752902,30.24031295,111.4630223
Bowling Green,226U,Saturday,Afternoon,65.92108472,34.40213452,126.3174356
Bowling Green,110,Saturday,Afternoon,44.77292456,23.13290124,86.6564359
Bowling Green,131,Saturday,Afternoon,43.32831766,23.00687595,81.59921908
Bowling Green,205U,Saturday,Afternoon,51.99413955,26.97060514,100.2347012
Bowling Green,205L,Saturday,Afternoon,47.75485518,24.05528257,94.8035504
Bowling Green,TT3,Saturday,Afternoon,95.21340791,39.15794453,231.5135065
Bowling Green,TT1,Saturday,Afternoon,416.1254774,171.1184461,1011.933061
Bowling Green,128,Saturday,Night,67.84375275,36.13659473,127.3715695
Bowling Green,123,Saturday,Night,65.27848895,34.69963946,122.8047664
Bowling Green,111,Saturday,Night,52.71007261,28.05879353,99.01893152
Bowling Green,228,Saturday,Night,48.75444629,25.94808781,91.60582662
Bowling Green,109,Saturday,Night,75.03110545,39.73072592,141.6955431
Bowling Green,217,Saturday,Night,42.15956877,22.38953746,79.38659929
Bowling Green,CL2,Saturday,Night,140.2792275,74.39125807,264.5238456
Bowling Green,108,Saturday,Night,83.10605919,44.13051364,156.5043437
Bowling Green,129,Saturday,Night,61.86184944,32.92343468,116.2360019
Bowling Green,211,Saturday,Night,39.68968005,21.06497089,74.78152762
Bowling Green,127,Saturday,Night,89.03680856,47.30809138,167.5728834
Bowling Green,122,Saturday,Night,57.87553095,30.68646472,109.1548705
Bowling Green,210,Saturday,Night,39.71386863,21.09545835,74.7644984
Bowling Green,216,Saturday,Night,37.05014312,19.63915275,69.89675792
Bowling Green,215,Saturday,Night,41.12352,21.84621937,77.41128423
Bowling Green,121,Saturday,Night,52.69614216,28.0003172,99.17328359
Bowling Green,213,Saturday,Night,38.25023561,20.34347913,71.91889424
Bowling Green,212,Saturday,Night,40.577057,21.57219188,76.32500043
Bowling Green,101,Saturday,Night,43.87140045,23.33618185,82.47706459
Bowling Green,103,Saturday,Night,67.15114171,35.67324913,126.4049657
Bowling Green,226L,Saturday,Night,74.87582452,39.29452717,142.6760799
Bowling Green,CL3,Saturday,Night,142.0848813,75.0891556,268.8552472
Bowling Green,132,Saturday,Night,58.0200669,30.79526407,109.3131774
Bowling Green,124,Saturday,Night,78.60037695,41.58192026,148.5746502
Bowling Green,202,Saturday,Night,45.13883791,23.9367645,85.12072248
Bowling Green,105,Saturday,Night,89.38477155,47.48295838,168.2632603
Bowling Green,219,Saturday,Night,33.68616965,17.89314323,63.4185962
Bowling Green,227,Saturday,Night,60.67327467,32.19431821,114.3445945
Bowling Green,221,Saturday,Night,49.61770318,26.12516123,94.23545552
Bowling Green,102,Saturday,Night,55.21024799,29.36247167,103.8118152
Bowling Green,222,Saturday,Night,49.36584994,26.26509449,92.78425176
Bowling Green,104,Saturday,Night,80.35886527,42.68400189,151.287296
Bowling Green,CL1,Saturday,Night,119.6852677,63.02220834,227.2938965
Bowling Green,214,Saturday,Night,37.56106688,19.93303413,70.77867504
Bowling Green,107,Saturday,Night,90.46787962,48.03840958,170.372777
Bowling Green,223,Saturday,Night,63.69358559,33.67360348,120.4763502
Bowling Green,201,Saturday,Night,48.36825169,25.39440252,92.1261199
Bowling Green,CL4,Saturday,Night,97.58984263,51.53369711,184.8067948
Bowling Green,207,Saturday,Night,41.51667404,22.06021041,78.13317241
Bowling Green,206U,Saturday,Night,53.34855015,28.23258572,100.8079044
Bowling Green,225,Saturday,Night,69.42480048,36.64410911,131.5300887
Bowling Green,106,Saturday,Night,110.597922,58.29414185,209.830696
Bowling Green,224L,Saturday,Night,80.12205078,42.46171166,151.1842733
Bowling Green,218,Saturday,Night,45.99936612,24.38378206,86.77659925
Bowling Green,204U,Saturday,Night,62.92168542,32.74581006,120.9051934
Bowling Green,208,Saturday,Night,46.58039444,24.44397028,88.76353232
Bowling Green,224U,Saturday,Night,63.75180242,33.51130922,121.2812154
Bowling Green,206L,Saturday,Night,65.76953247,33.6254204,128.6417047
Bowling Green,130,Saturday,Night,44.71751059,23.62520554,84.64077698
Bowling Green,229,Saturday,Night,59.4175177,30.65966457,115.1493814
Bowling Green,203L,Saturday,Night,59.34361147,30.88475618,114.0259681
Bowling Green,203U,Saturday,Night,57.29499631,29.73183838,110.4108182
Bowling Green,204L,Saturday,Night,61.28040692,31.87354863,117.8183301
Bowling Green,226U,Saturday,Night,69.58048275,36.25999204,133.5202604
Bowling Green,110,Saturday,Night,47.25835016,24.38270064,91.59574623
Bowling Green,131,Saturday,Night,45.73355053,24.25101272,86.24619798
Bowling Green,205U,Saturday,Night,54.88042779,28.42750268,105.9488548
Bowling Green,205L,Saturday,Night,50.40581312,25.35623379,100.202026
Bowling Green,TT3,Saturday,Night,100.4988755,41.28843075,244.6211637
Bowling Green,TT1,Saturday,Night,439.2253514,180.4285985,1069.225782
Bowling Green,128,Thursday,Night,97.55064588,51.98629674,183.0507097
Bowling Green,123,Thursday,Night,93.86212437,49.91900338,176.4878662
Bowling Green,111,Thursday,Night,75.79034795,40.36550941,142.304084
Bowling Green,228,Thursday,Night,70.10266285,37.32903261,131.6504338
Bowling Green,109,Thursday,Night,107.8851405,57.15656341,203.6372176
Bowling Green,217,Thursday,Night,60.62007181,32.20963026,114.0898879
Bowling Green,CL2,Thursday,Night,201.7036011,107.0192799,380.1590026
Bowling Green,108,Thursday,Night,119.495892,63.48623404,224.9191248
Bowling Green,129,Thursday,Night,88.94943341,47.36379634,167.0474564
Bowling Green,211,Thursday,Night,57.06868749,30.30409146,107.4717945
Bowling Green,127,Thursday,Night,128.0235516,68.05753558,240.8260838
Bowling Green,122,Thursday,Night,83.21761689,44.14554854,156.8713492
Bowling Green,210,Thursday,Night,57.10346758,30.34797112,107.447249
Bowling Green,216,Thursday,Night,53.27337072,28.25287922,100.4517807
Bowling Green,215,Thursday,Night,59.13036609,31.42801981,111.2510497
Bowling Green,121,Thursday,Night,75.77031774,40.28132594,142.5261189
Bowling Green,213,Thursday,Night,54.99895035,29.26620174,103.3576057
Bowling Green,212,Thursday,Night,58.34462213,31.03382207,109.6898385
Bowling Green,101,Thursday,Night,63.08146699,33.57151812,118.5311747
Bowling Green,103,Thursday,Night,96.55475972,51.31961589,181.6619525
Bowling Green,226L,Thursday,Night,107.6618664,56.52865116,205.0478338
Bowling Green,CL3,Thursday,Night,204.2999005,108.0229792,386.3849123
Bowling Green,132,Thursday,Night,83.42544111,44.30210431,157.0987278
Bowling Green,124,Thursday,Night,113.0172968,59.81964455,213.5236587
Bowling Green,202,Thursday,Night,64.90388007,34.43543372,122.3307853
Bowling Green,105,Thursday,Night,128.5238779,68.3090881,241.8182947
Bowling Green,219,Thursday,Night,48.43640678,25.74111324,91.14157108
Bowling Green,227,Thursday,Night,87.2404148,46.31477471,164.3296339
Bowling Green,221,Thursday,Night,71.34391592,37.58345029,135.4307361
Bowling Green,102,Thursday,Night,79.38528062,42.24095519,149.1922413
Bowling Green,222,Thursday,Night,70.98178315,37.78507006,133.3440306
Bowling Green,104,Thursday,Night,115.5457782,61.40529389,217.4214309
Bowling Green,CL1,Thursday,Night,172.0921189,90.66325539,326.6560113
Bowling Green,214,Thursday,Night,54.00801379,28.67568341,101.7191295
Bowling Green,107,Thursday,Night,130.0812489,69.10813843,244.8500524
Bowling Green,223,Thursday,Night,91.5832359,48.44273492,173.1423528
Bowling Green,201,Thursday,Night,69.54736436,36.53210518,132.3995938
Bowling Green,CL4,Thursday,Night,140.3217215,74.13613834,265.5949712
Bowling Green,207,Thursday,Night,59.69567135,31.73587372,112.2884849
Bowling Green,206U,Thursday,Night,76.70839706,40.61533687,144.8757694
Bowling Green,225,Thursday,Night,99.82399045,52.71602705,189.0284535
Bowling Green,106,Thursday,Night,159.0256772,83.86156017,301.5584967
Bowling Green,224L,Thursday,Night,115.2052693,61.08539578,217.2737672
Bowling Green,218,Thursday,Night,66.14120966,35.07850257,124.7105576
Bowling Green,204U,Thursday,Night,90.47334211,47.10744179,173.7607758
Bowling Green,208,Thursday,Night,66.97665413,35.16481085,127.5670789
Bowling Green,224U,Thursday,Night,91.66694425,48.20904181,174.2998482
Bowling Green,206L,Thursday,Night,94.5681822,48.37220103,184.8818308
Bowling Green,130,Thursday,Night,64.29806523,33.98758034,121.6397623
Bowling Green,229,Thursday,Night,85.43479676,44.10607667,165.4897703
Bowling Green,203L,Thursday,Night,85.32852905,44.43016951,163.8741862
Bowling Green,203U,Thursday,Night,82.38288228,42.77151243,158.6789642
Bowling Green,204L,Thursday,Night,88.11339338,45.85260503,169.3245147
Bowling Green,226U,Thursday,Night,100.0478417,52.16292398,191.8905202
Bowling Green,110,Thursday,Night,67.95146782,35.07622111,131.6390943
Bowling Green,131,Thursday,Night,65.75900082,34.88862645,123.9442944
Bowling Green,205U,Thursday,Night,78.91104132,40.89507129,152.2665751
Bowling Green,205L,Thursday,Night,72.47711729,36.47606388,144.0103995
Bowling Green,TT3,Thursday,Night,144.504539,59.38891403,351.6070657
Bowling Green,TT1,Thursday,Night,631.5499213,259.5268902,1536.855402
Duke,128,Saturday,Noon,41.18711978,22.04001626,76.96812998
Duke,123,Saturday,Noon,41.55858309,22.23156166,77.68756217
Duke,111,Saturday,Noon,28.5657853,15.28492928,53.38618681
Duke,228,Saturday,Noon,23.75495181,12.71082705,44.39504473
Duke,109,Saturday,Noon,42.88833763,22.93807378,80.19023402
Duke,217,Saturday,Noon,20.2897449,10.8556189,37.92264191
Duke,CL2,Saturday,Noon,99.8673965,53.41192468,186.7279066
Duke,108,Saturday,Noon,54.96167529,29.40417717,102.7332183
Duke,129,Saturday,Noon,34.82151504,18.63296494,65.07487741
Duke,211,Saturday,Noon,19.71651596,10.54356712,36.86996983
Duke,127,Saturday,Noon,58.33572561,31.20603358,109.0512472
Duke,122,Saturday,Noon,33.44473641,17.88621135,62.53702206
Duke,210,Saturday,Noon,19.25437619,10.30038548,35.99195418
Duke,216,Saturday,Noon,19.10077834,10.2169991,35.7090893
Duke,215,Saturday,Noon,23.4339757,12.53449212,43.81120605
Duke,121,Saturday,Noon,29.38526526,15.71940381,54.93171528
Duke,213,Saturday,Noon,19.40062484,10.37906834,36.26377933
Duke,212,Saturday,Noon,19.1369798,10.23665033,35.7757649
Duke,101,Saturday,Noon,24.52796712,13.12328226,45.84380333
Duke,103,Saturday,Noon,40.8662222,21.86023746,76.39661372
Duke,226L,Saturday,Noon,34.79444363,18.59959791,65.0902946
Duke,CL3,Saturday,Noon,103.0045789,55.06439926,192.6824483
Duke,132,Saturday,Noon,23.33724026,12.48487841,43.62291445
Duke,124,Saturday,Noon,52.95930514,28.31175911,99.0644202
Duke,202,Saturday,Noon,22.95393598,12.27893396,42.90952121
Duke,105,Saturday,Noon,65.74078258,35.1663371,122.8973743
Duke,219,Saturday,Noon,16.65399802,8.904465568,31.14792773
Duke,227,Saturday,Noon,26.03534922,13.92651045,48.67259546
Duke,221,Saturday,Noon,22.0125517,11.76880637,41.17260639
Duke,102,Saturday,Noon,31.98991362,17.11368724,59.79743343
Duke,222,Saturday,Noon,24.36701322,13.03428749,45.55303339
Duke,104,Saturday,Noon,48.57186418,25.98533007,90.79068781
Duke,CL1,Saturday,Noon,93.08467129,49.73969181,174.202045
Duke,214,Saturday,Noon,20.71224039,11.07880473,38.72230916
Duke,107,Saturday,Noon,69.43282393,37.14190858,129.7972351
Duke,223,Saturday,Noon,26.69221626,14.27284102,49.91819135
Duke,201,Saturday,Noon,19.01582798,10.16998689,35.55576992
Duke,CL4,Saturday,Noon,85.65164207,45.77144296,160.2790586
Duke,207,Saturday,Noon,23.36585969,12.49650705,43.68928027
Duke,206U,Saturday,Noon,22.16903192,11.84845514,41.47932963
Duke,225,Saturday,Noon,36.9822018,19.77432523,69.16459776
Duke,106,Saturday,Noon,76.22354549,40.74631897,142.5902765
Duke,224L,Saturday,Noon,44.21293899,23.64559414,82.67011443
Duke,218,Saturday,Noon,22.72504177,12.14998231,42.50438482
Duke,204U,Saturday,Noon,28.33187909,15.14850676,52.98841564
Duke,208,Saturday,Noon,20.34651236,10.87350963,38.07239604
Duke,224U,Saturday,Noon,23.93155375,12.79624145,44.75683483
Duke,206L,Saturday,Noon,30.12398889,16.07883915,56.4378248
Duke,130,Saturday,Noon,25.00101702,13.29795576,47.0035292
Duke,229,Saturday,Noon,19.88254133,10.61964545,37.22491975
Duke,203L,Saturday,Noon,29.16938627,15.55734101,54.69142154
Duke,203U,Saturday,Noon,25.49972267,13.62243049,47.73273439
Duke,204L,Saturday,Noon,33.22456127,17.69473855,62.384164
Duke,226U,Saturday,Noon,24.30233278,12.99519797,45.44781694
Duke,110,Saturday,Noon,31.01293781,16.54609277,58.12866669
Duke,131,Saturday,Noon,25.56907261,13.64691741,47.90660442
Duke,205U,Saturday,Noon,24.50445553,13.10075116,45.83464974
Duke,205L,Saturday,Noon,35.01397404,18.62589473,65.82118047
Duke,TT3,Saturday,Noon,56.1877006,23.1793632,136.2012266
Duke,TT1,Saturday,Noon,245.565559,101.2927286,595.3284565
Duke,128,Saturday,Afternoon,49.15250882,26.26973315,91.96778323
Duke,123,Saturday,Afternoon,49.59581133,26.49774793,92.82843616
