	Opponent	Section	Day	Time	prediction	lower_bound	upper_bound
312	Clemson	122	Saturday	Afternoon	53.4808741016913	28.589361161842	100.044344415028
313	Clemson	210	Saturday	Afternoon	30.7893252968572	16.4645625549987	57.5771478330519
314	Clemson	216	Saturday	Afternoon	30.5437097558967	16.3312227937283	57.1248226440659
315	Clemson	215	Saturday	Afternoon	37.4728474125528	20.0356199171453	70.0858919769598
316	Clemson	121	Saturday	Afternoon	46.9894470902025	25.1248647552925	87.881393963636
317	Clemson	213	Saturday	Afternoon	31.0231888703152	16.5900306700146	58.0130481267158
318	Clemson	212	Saturday	Afternoon	30.6015988496652	16.3624441360879	57.2321496939718
319	Clemson	101	Saturday	Afternoon	39.2222293312367	20.9757856488863	73.3409131587785
320	Clemson	103	Saturday	Afternoon	65.348438028612	34.9416248711666	122.21579186786
321	Clemson	226L	Saturday	Afternoon	55.6391665428597	29.731640211485	104.121966752048
322	Clemson	CL3	Saturday	Afternoon	164.712762163449	88.0140713647637	308.249506003132
323	Clemson	132	Saturday	Afternoon	37.3181595142388	19.9564001519366	69.7843808967235
324	Clemson	124	Saturday	Afternoon	84.686268600374	45.2540517588599	158.477833712438
325	Clemson	202	Saturday	Afternoon	36.7052245670546	19.6277260170789	68.6413448682537
326	Clemson	105	Saturday	Afternoon	105.124898378501	56.2081917539344	196.612698509673
327	Clemson	219	Saturday	Afternoon	26.631107519124	14.233500983325	49.8272272244202
328	Clemson	227	Saturday	Afternoon	41.6326568404366	22.2606765991115	77.8627777945767
329	Clemson	221	Saturday	Afternoon	35.199873954273	18.8121820922801	65.8632326818251
330	Clemson	102	Saturday	Afternoon	51.1544932509924	27.3541456321244	95.6630930813171
331	Clemson	222	Saturday	Afternoon	38.964850865312	20.8338586083235	72.8746235394645
332	Clemson	104	Saturday	Afternoon	77.6703909754211	41.5359835515979	145.240081453246
333	Clemson	CL1	Saturday	Afternoon	148.850017083006	79.5030910402293	278.685108914822
334	Clemson	214	Saturday	Afternoon	33.1205696160472	17.7090169869889	61.9442701137726
335	Clemson	107	Saturday	Afternoon	111.028775045316	59.3678851204644	207.644063167313
336	Clemson	223	Saturday	Afternoon	42.6830410585334	22.8147912957093	79.8535463415382
337	Clemson	201	Saturday	Afternoon	30.4078671711563	16.2566499807244	56.8775477724521
338	Clemson	CL4	Saturday	Afternoon	136.963994281238	73.1603471777021	256.411245341772
339	Clemson	207	Saturday	Afternoon	37.3639243233726	19.974450646763	69.8924273578937
340	Clemson	206U	Saturday	Afternoon	35.4500986526309	18.9393165802275	66.3545323379439
341	Clemson	225	Saturday	Afternoon	59.1375711402056	31.6082463629648	110.643668117589
342	Clemson	106	Saturday	Afternoon	121.887695276599	65.1288977498103	228.11088123911
343	Clemson	224L	Saturday	Afternoon	70.7001124057131	37.7966587846691	132.247295261134
344	Clemson	218	Saturday	Afternoon	36.3392039664028	19.4217754263311	67.992637950159
345	Clemson	204U	Saturday	Afternoon	45.3049962834655	24.2153939545382	84.7618953504639
346	Clemson	208	Saturday	Afternoon	32.5357405249567	17.3812884162332	60.9031037376181
347	Clemson	224U	Saturday	Afternoon	38.2685154860353	20.4542596188555	71.5977651987418
348	Clemson	206L	Saturday	Afternoon	48.17072670731	25.700396013451	90.287282355334
349	Clemson	130	Saturday	Afternoon	39.9786748852527	21.252622170435	75.2045762994911
350	Clemson	229	Saturday	Afternoon	31.7938128285244	16.9757692129099	59.5464347740133
351	Clemson	203L	Saturday	Afternoon	46.6442388952126	24.8671433618585	87.4923585091303
352	Clemson	203U	Saturday	Afternoon	40.7761460937333	21.7745085967225	76.3596607873736
353	Clemson	204L	Saturday	Afternoon	53.1287960140046	28.2839276359174	99.797630733337
354	Clemson	226U	Saturday	Afternoon	38.8614215341751	20.7725514130422	72.7021950085849
355	Clemson	110	Saturday	Afternoon	49.5922288728169	26.4483892745723	92.988239814601
356	Clemson	131	Saturday	Afternoon	40.8870423216573	21.812084515907	76.6433042469569
357	Clemson	205U	Saturday	Afternoon	39.1846323781643	20.9417229612809	73.3194406902788
358	Clemson	205L	Saturday	Afternoon	55.9902136700153	29.7727869529504	105.294275331631
359	Clemson	TT3	Saturday	Afternoon	89.8487374901858	37.0539482382897	217.866003824076
360	Clemson	TT1	Saturday	Afternoon	392.679451324211	161.924020141864	952.280899135221
361	Clemson	128	Saturday	Night	69.5176743438307	37.1722708831564	130.008388816641
362	Clemson	123	Saturday	Night	70.1446486352231	37.4955912484928	131.222673608506
363	Clemson	111	Saturday	Night	48.2147567153336	25.7781697691043	90.1795118094445
364	Clemson	228	Saturday	Night	40.0947920790842	21.4370917843947	74.9911586904366
365	Clemson	109	Saturday	Night	72.3890746459617	38.6863973121922	135.452729955993
366	Clemson	217	Saturday	Night	34.2460430836109	18.3077390202045	64.0598746568451
367	Clemson	CL2	Saturday	Night	168.561171162307	90.0801675547365	315.417579639201
368	Clemson	108	Saturday	Night	92.767055925491	49.5916494203007	173.531769273243
369	Clemson	129	Saturday	Night	58.7734892666397	31.4281057966897	109.911906970214
370	Clemson	211	Saturday	Night	33.2785186972466	17.7807299449662	62.2842712369364
371	Clemson	127	Saturday	Night	98.4619462827377	52.6308868772577	184.202764593236
372	Clemson	122	Saturday	Night	56.4496936539578	30.1672049742568	105.630200621667
373	Clemson	210	Saturday	Night	32.4984961448991	17.3706032492483	60.8011268535376
374	Clemson	216	Saturday	Night	32.2392460433111	17.2322762436232	60.3152462708327
375	Clemson	215	Saturday	Night	39.5530325992413	21.139158434589	74.0068433962261
376	Clemson	121	Saturday	Night	49.5979158487035	26.5095474075236	92.7949926386493
377	Clemson	213	Saturday	Night	32.7453419061224	17.5045344656858	61.2559801947778
378	Clemson	212	Saturday	Night	32.3003486648376	17.2643522159227	60.431605589455
379	Clemson	101	Saturday	Night	41.3995258559839	22.1329802464229	77.4374133992768
380	Clemson	103	Saturday	Night	68.9760474083788	36.8685349915755	129.044864873803
381	Clemson	226L	Saturday	Night	58.7277967920619	31.3724667821677	109.93570062556
382	Clemson	CL3	Saturday	Night	173.856263967269	92.8668764227632	325.476657393505
383	Clemson	132	Saturday	Night	39.389757697354	21.0576067497659	73.6813556209802
384	Clemson	124	Saturday	Night	89.3873557507304	47.7506808274836	167.329538126895
385	Clemson	202	Saturday	Night	38.7427976283662	20.7106994757566	72.4748273147208
386	Clemson	105	Saturday	Night	110.960570644117	59.3074336703644	207.600421662157
387	Clemson	219	Saturday	Night	28.1094482162292	15.0165439314978	52.6180379869909
388	Clemson	227	Saturday	Night	43.9437605334255	23.4887382938198	82.2119121795116
389	Clemson	221	Saturday	Night	37.1538822944145	19.8514882382711	69.5369008599544
390	Clemson	102	Saturday	Night	53.9941712162601	28.8636527813522	101.004905630459
391	Clemson	222	Saturday	Night	41.1278598483015	21.9844909013145	76.9406425327046
392	Clemson	104	Saturday	Night	81.9820141347876	43.8267665328028	153.35492835334
393	Clemson	CL1	Saturday	Night	157.11294936476	83.8860774680866	294.261927642098
394	Clemson	214	Saturday	Night	34.9591520309748	18.6848879240646	65.4080621565191
395	Clemson	107	Saturday	Night	117.192182127855	62.6418534117787	219.246506989622
396	Clemson	223	Saturday	Night	45.0524534694791	24.0732277344426	84.3145583139053
397	Clemson	201	Saturday	Night	32.0958625922632	17.1538845053371	60.0531264636258
398	Clemson	CL4	Saturday	Night	144.567112050134	77.1932701302835	270.744455458909
399	Clemson	207	Saturday	Night	39.4380629933897	21.0758233404394	73.7983417087301
400	Clemson	206U	Saturday	Night	37.4179974160204	19.9853480764297	70.0566497651628
401	Clemson	225	Saturday	Night	62.4204041234654	33.3542796199172	116.815799811491
402	Clemson	106	Saturday	Night	128.653900560189	68.7232442361681	240.847566399377
403	Clemson	224L	Saturday	Night	74.6248028596951	39.8818522471493	139.633966028908
404	Clemson	218	Saturday	Night	38.3564585655726	20.4951701467044	71.7836399093793
405	Clemson	204U	Saturday	Night	47.8199581467658	25.5519097896151	89.4942263019347
406	Clemson	208	Saturday	Night	34.3418580247249	18.3405439699407	64.3036114154129
407	Clemson	224U	Saturday	Night	40.3928696391692	21.5851514952264	75.5882541777732
408	Clemson	206L	Saturday	Night	50.8447704228938	27.1179762232021	95.3312540020921
409	Clemson	130	Saturday	Night	42.1979630638147	22.4255768529648	79.4034462707546
410	Clemson	229	Saturday	Night	33.558744586875	17.9132571163094	62.86904335347
411	Clemson	203L	Saturday	Night	49.2335445256589	26.2403753633355	92.3745134357684
412	Clemson	203U	Saturday	Night	43.039703334009	22.9753100784429	80.6263792199075
413	Clemson	204L	Saturday	Night	56.0780710781115	29.8449791269358	105.369484175766
414	Clemson	226U	Saturday	Night	41.0186889688875	21.9213436655497	76.753180388778
415	Clemson	110	Saturday	Night	52.3451827313897	27.9068875523598	98.1842976950284
416	Clemson	131	Saturday	Night	43.1567556110863	23.0179524271633	80.9153446975196
417	Clemson	205U	Saturday	Night	41.3598418283964	22.097498777065	77.4131286680027
418	Clemson	205L	Saturday	Night	59.098331176903	31.4146132857655	111.177964093465
419	Clemson	TT3	Saturday	Night	94.8364025777109	39.1018795453688	230.013067362817
420	Clemson	TT1	Saturday	Night	414.477794235509	170.873389185438	1005.37504835172
421	Clemson	128	Thursday	Night	99.9575311966829	53.4996584852035	186.758351844418
422	Clemson	123	Thursday	Night	100.859040099029	53.9644512263175	188.504575484993
423	Clemson	111	Thursday	Night	69.3266582060384	37.1010600676365	129.543078533471
424	Clemson	228	Thursday	Night	57.6511868082257	30.8534486912745	107.724078875399
425	Clemson	109	Thursday	Night	104.086237859953	55.6784315689312	194.580641130778
426	Clemson	217	Thursday	Night	49.2414332355578	26.3491419124471	92.0226835146567
427	Clemson	CL2	Thursday	Night	242.369421647676	129.646466760557	453.10094457353
428	Clemson	108	Thursday	Night	133.387170589656	71.3732237963411	249.283083088453
429	Clemson	129	Thursday	Night	84.5087661858673	45.2311008300855	157.894268129491
430	Clemson	211	Thursday	Night	47.8502568196835	25.5912194031609	89.4700264820857
431	Clemson	127	Thursday	Night	141.575695104022	75.7475245352566	264.611649914153
432	Clemson	122	Thursday	Night	81.1674450809563	43.4172151059514	151.740597016481
433	Clemson	210	Thursday	Night	46.7286840779838	25.0005880488278	87.3407422015579
434	Clemson	216	Thursday	Night	46.3559155646263	24.8005543023701	86.6460838590776
435	Clemson	215	Thursday	Night	56.8722059142494	30.4243231605041	106.311249341174
436	Clemson	121	Thursday	Night	71.3154642690834	38.1539985332169	133.299146601558
437	Clemson	213	Thursday	Night	47.0836167351987	25.1934526989995	87.9937732772579
438	Clemson	212	Thursday	Night	46.4437733253337	24.8472119345007	86.8115137578038
439	Clemson	101	Thursday	Night	59.5272272315973	31.8546540453793	111.239342823635
440	Clemson	103	Thursday	Night	99.1787408846017	53.0616759563988	185.377157169661
441	Clemson	226L	Thursday	Night	84.4430662470219	45.1505104227479	157.930250852853
442	Clemson	CL3	Thursday	Night	249.983088376851	133.655611567815	467.556459032184
443	Clemson	132	Thursday	Night	56.6374374722225	30.3058552194634	105.847510330603
444	Clemson	124	Thursday	Night	128.527593671372	68.7230881508487	240.375436835622
445	Clemson	202	Thursday	Night	55.7071915759199	29.8073419796477	104.111637843963
446	Clemson	105	Thursday	Night	159.54711958435	85.358282674741	298.216910767295
447	Clemson	219	Thursday	Night	40.4177940864131	21.6126503722394	75.5852730079778
448	Clemson	227	Thursday	Night	63.1855115390414	33.8056165175355	118.098981167209
449	Clemson	221	Thursday	Night	53.4225343925276	28.569152744527	99.8968085067738
450	Clemson	102	Thursday	Night	77.6367176366469	41.5408296623301	145.097244671987
451	Clemson	222	Thursday	Night	59.1366062320558	31.6402287641701	110.528220978144
452	Clemson	104	Thursday	Night	117.879658846386	63.0762377280037	220.298712641372
453	Clemson	CL1	Thursday	Night	225.908341810409	120.731926054835	422.709887659286
454	Clemson	214	Thursday	Night	50.266792764995	26.8921944499609	93.9585075357293
455	Clemson	107	Thursday	Night	168.507380484486	90.155352414978	314.95342780143
456	Clemson	223	Thursday	Night	64.7796702877218	34.6469134263537	121.119178235196
457	Clemson	201	Thursday	Night	46.1497484867359	24.6880140078972	86.2685546398226
458	Clemson	CL4	Thursday	Night	207.869031137231	111.098738240848	388.929116478877
459	Clemson	207	Thursday	Night	56.7068943144003	30.3338468993017	106.009365493916
460	Clemson	206U	Thursday	Night	53.8022981829107	28.7621834402052	100.642125997865
461	Clemson	225	Thursday	Night	89.7525636663444	48.0020561791376	167.816200510641
462	Clemson	106	Thursday	Night	184.987866757676	98.9068001430422	345.987442704293
463	Clemson	224L	Thursday	Night	107.300929300381	57.397554391844	200.591986030008
464	Clemson	218	Thursday	Night	55.1516853785939	29.4953653391046	103.124960994016
465	Clemson	204U	Thursday	Night	68.7589883205524	36.7721530707965	128.570074908683
466	Clemson	208	Thursday	Night	49.379202875522	26.3957189231466	92.375043230355
467	Clemson	224U	Thursday	Night	58.0797842446683	31.0631755007258	108.59357691323
468	Clemson	206L	Thursday	Night	73.1082817960468	39.0293178318874	136.943742911218
469	Clemson	130	Thursday	Night	60.675277894449	32.2759177585361	114.063041525596
470	Clemson	229	Thursday	Night	48.2531858354919	25.77896628587	90.3205317643302
471	Clemson	203L	Thursday	Night	70.7915448739917	37.7648265198406	132.701333157548
472	Clemson	203U	Thursday	Night	61.8855928267539	33.0668351043621	115.820778959688
473	Clemson	204L	Thursday	Night	80.6330993110614	42.9523727896534	151.369907696314
474	Clemson	226U	Thursday	Night	58.9796324597338	31.5467064839136	110.268152615523
475	Clemson	110	Thursday	Night	75.2656829397126	40.1620867062465	141.051511337439
476	Clemson	131	Thursday	Night	62.0538990416558	33.1292929019828	116.232072856634
477	Clemson	205U	Thursday	Night	59.4701666716314	31.8013847752386	111.212161009586
478	Clemson	205L	Thursday	Night	84.9758473373242	45.211229551808	159.71462626164
479	Clemson	TT3	Thursday	Night	136.362626608552	56.2612668308577	330.507416256484
480	Clemson	TT1	Thursday	Night	595.96609694848	245.859089790324	1444.63069888898
481	Bowling Green	128	Saturday	Noon	53.8595230409651	28.7253699083477	100.985582829945
482	Bowling Green	123	Saturday	Noon	51.8230218221725	27.5830028386153	97.3652363556872
483	Bowling Green	111	Saturday	Noon	41.8452584817885	22.3042105249332	78.5065068969948
484	Bowling Green	228	Saturday	Noon	38.7049819175412	20.626381552688	72.6291046934484
485	Bowling Green	109	Saturday	Noon	59.5653894281265	31.5820025800171	112.343592168829
486	Bowling Green	217	Saturday	Noon	33.4694673181708	17.797576524277	62.9414482940457
487	Bowling Green	CL2	Saturday	Noon	111.364303692163	59.133880560824	209.727621783316
488	Bowling Green	108	Saturday	Noon	65.9759009219127	35.0796007535708	124.08406620805
489	Bowling Green	129	Saturday	Noon	49.1106339174726	26.1711499454316	92.1569884703145
490	Bowling Green	211	Saturday	Noon	31.508682088432	16.7446496666466	59.2904042016126
491	Bowling Green	127	Saturday	Noon	70.6841801592408	37.6055218582293	132.859566305704
492	Bowling Green	122	Saturday	Noon	45.9459915832695	24.3927731834251	86.5434252471269
493	Bowling Green	210	Saturday	Noon	31.5278848222715	16.7689130952159	59.2768008112583
494	Bowling Green	216	Saturday	Noon	29.4132172270321	15.6112193066291	55.4176666570308
495	Bowling Green	215	Saturday	Noon	32.6469731281405	17.365701001116	61.3752853605528
496	Bowling Green	121	Saturday	Noon	41.8341994290105	22.2576434811461	78.6291793804985
497	Bowling Green	213	Saturday	Noon	30.3659417798835	16.1712017918515	57.0205252552047
498	Bowling Green	212	Saturday	Noon	32.2131492966994	17.1479013989835	60.5139348231241
499	Bowling Green	101	Saturday	Noon	34.8284493077517	18.5501312628653	65.3914985286884
500	Bowling Green	103	Saturday	Noon	53.3096757992175	28.3568967732069	100.219765108532
501	Bowling Green	226L	Saturday	Noon	59.4421156291999	31.2347058156139	113.123047527116
502	Bowling Green	CL3	Saturday	Noon	112.79776880661	59.6882230235927	213.163267445913
503	Bowling Green	132	Saturday	Noon	46.0607351943163	24.479310488378	86.668753503012
504	Bowling Green	124	Saturday	Noon	62.398948197599	33.0534565816433	117.797929137887
505	Bowling Green	202	Saturday	Noon	35.8346374104165	19.0274196172413	67.4879339483553
506	Bowling Green	105	Saturday	Noon	70.9604196060265	37.7445084556124	133.406987047797
507	Bowling Green	219	Saturday	Noon	26.7426396178851	14.2233717890952	50.2812402246552
508	Bowling Green	227	Saturday	Noon	48.1670530085333	25.5914107105265	90.6579563655137
509	Bowling Green	221	Saturday	Noon	39.3903007893717	20.7666851516642	74.7156219177729
510	Bowling Green	102	Saturday	Noon	43.830087564491	23.3404724114014	82.3066706641526
511	Bowling Green	222	Saturday	Noon	39.1903605612766	20.8783593900618	73.563460242664
512	Bowling Green	104	Saturday	Noon	63.7949697657197	33.9297802449856	119.947672458343
513	Bowling Green	CL1	Saturday	Noon	95.0152544653518	50.0958647093617	180.212451336896
514	Bowling Green	214	Saturday	Noon	29.8188273086805	15.8448639625799	56.1167621359706
515	Bowling Green	107	Saturday	Noon	71.8202730402043	38.1860076771065	135.079625583953
516	Bowling Green	223	Saturday	Noon	50.5648051793277	26.7671021086622	95.5202215183375
517	Bowling Green	201	Saturday	Noon	38.398391309081	20.1856957105871	73.0436283329085
518	Bowling Green	CL4	Saturday	Noon	77.474228129679	40.9639698490909	146.525252469464
519	Bowling Green	207	Saturday	Noon	32.9590886616501	17.5358122510581	61.9476024180725
520	Bowling Green	206U	Saturday	Noon	42.3521304397204	22.4420898850984	79.925843001552
521	Bowling Green	225	Saturday	Noon	55.1146787910693	29.1282576573418	104.284569780201
522	Bowling Green	106	Saturday	Noon	87.8010293880283	46.3376520984541	166.366235933102
523	Bowling Green	224L	Saturday	Noon	63.6069684408633	33.7529235150727	119.86654822449
524	Bowling Green	218	Saturday	Noon	36.5177900542891	19.3827403534101	68.8008489065125
525	Bowling Green	204U	Saturday	Noon	49.9520122097359	26.0287908647181	95.8632130385985
526	Bowling Green	208	Saturday	Noon	36.9790544560655	19.4301904033226	70.3776154571713
527	Bowling Green	224U	Saturday	Noon	50.6110221174311	26.637787654324	96.159470636643
528	Bowling Green	206L	Saturday	Noon	52.212849459375	26.7270797035845	102.000730304319
529	Bowling Green	130	Saturday	Noon	35.5001557885238	18.780034043533	67.1064311219095
530	Bowling Green	229	Saturday	Noon	47.170137759013	24.3701729427857	91.3010302154187
531	Bowling Green	203L	Saturday	Noon	47.1114653827484	24.5494892623781	90.4088124518032
532	Bowling Green	203U	Saturday	Noon	45.4851190995011	23.6329327883312	87.5429248678489
533	Bowling Green	204L	Saturday	Noon	48.6490406940397	25.3354252867681	93.4158054842836
534	Bowling Green	226U	Saturday	Noon	55.2382711979817	28.8221974840602	105.865161968627
535	Bowling Green	110	Saturday	Noon	37.5172671952621	19.380854689838	72.6255554941399
536	Bowling Green	131	Saturday	Noon	36.3067654522544	19.2768121550811	68.3817016527579
537	Bowling Green	205U	Saturday	Noon	43.5682512385749	22.5960783666777	84.0053962101157
538	Bowling Green	205L	Saturday	Noon	40.015962308653	20.153755342486	79.4530454635365
539	Bowling Green	TT3	Saturday	Noon	79.783639339191	32.808126353501	194.01989121902
540	Bowling Green	TT1	Saturday	Noon	348.690439014621	143.370030188013	848.050475408039
541	Bowling Green	128	Saturday	Afternoon	64.2756933599664	34.2867650492935	120.4944459171
542	Bowling Green	123	Saturday	Afternoon	61.8453426907495	32.9232104532717	116.174770317885
543	Bowling Green	111	Saturday	Afternoon	49.9379283529536	26.622428141833	93.6727737567301
544	Bowling Green	228	Saturday	Afternoon	46.190337544258	24.6197609281035	86.6599512758486
545	Bowling Green	109	Saturday	Afternoon	71.0850466098118	37.6963963312559	134.04686769301
546	Bowling Green	217	Saturday	Afternoon	39.9422998348485	21.2432710123019	75.1008314667295
547	Bowling Green	CL2	Saturday	Afternoon	132.901619457701	70.5824498136961	250.244083353597
548	Bowling Green	108	Saturday	Afternoon	78.7353199095168	41.87117523538	148.055328430709
549	Bowling Green	129	Saturday	Afternoon	58.6083921313624	31.2380263848898	109.9603280278
550	Bowling Green	211	Saturday	Afternoon	37.6023082594388	19.9864891609069	70.7444701795594
551	Bowling Green	127	Saturday	Afternoon	84.3541574970948	44.8861339384509	158.526102889632
552	Bowling Green	122	Saturday	Afternoon	54.8317233310744	29.115315761795	103.262417212065
553	Bowling Green	210	Saturday	Afternoon	37.6252247087917	20.0154547638089	70.7282223208242
554	Bowling Green	216	Saturday	Afternoon	35.1015906653472	18.6336150303578	66.1235978756792
555	Bowling Green	215	Saturday	Afternoon	38.960739260899	20.7277841810236	73.2321019217016
556	Bowling Green	121	Saturday	Afternoon	49.9247305330496	26.5668319125362	93.8191925557175
557	Bowling Green	213	Saturday	Afternoon	36.2385675221422	19.3020304570719	68.0360430980314
558	Bowling Green	212	Saturday	Afternoon	38.4430160062622	20.4678218424384	72.2043357145847
559	Bowling Green	101	Saturday	Afternoon	41.5641023446403	22.141533847051	78.0241610924269
560	Bowling Green	103	Saturday	Afternoon	63.6195083306539	33.846928353212	119.580772529689
561	Bowling Green	226L	Saturday	Afternoon	70.9379322565508	37.2817705986671	134.97723289502
562	Bowling Green	CL3	Saturday	Afternoon	134.612309767163	71.2440474718975	254.343690228973
563	Bowling Green	132	Saturday	Afternoon	54.9686577995258	29.2186155288041	103.411927142909
564	Bowling Green	124	Saturday	Afternoon	74.4666018910485	39.4527191788535	140.55494558084
565	Bowling Green	202	Saturday	Afternoon	42.7648823422673	22.711208294323	80.5256654796793
566	Bowling Green	105	Saturday	Afternoon	84.6838203120072	45.0520263662478	159.179286728132
567	Bowling Green	219	Saturday	Afternoon	31.9145363097235	16.9770843743232	59.9948498462516
568	Bowling Green	227	Saturday	Afternoon	57.4823272548284	30.5460209522446	108.17179598603
569	Bowling Green	221	Saturday	Afternoon	47.0081937593246	24.7871545580556	89.1498165042929
570	Bowling Green	102	Saturday	Afternoon	52.30661374578	27.8593087811694	98.2070970619172
571	Bowling Green	222	Saturday	Afternoon	46.7695860616369	24.9205208085578	87.774818077867
572	Bowling Green	104	Saturday	Afternoon	76.1326072540773	40.498747357851	143.119831240409
573	Bowling Green	CL1	Saturday	Afternoon	113.390743469619	59.7945197286621	215.027409918804
574	Bowling Green	214	Saturday	Afternoon	35.5856437679325	18.9125003187218	66.9577274837968
575	Bowling Green	107	Saturday	Afternoon	85.7099652265787	45.578996688906	161.175073450649
576	Bowling Green	223	Saturday	Afternoon	60.3437930566321	31.9492991259269	113.973497387511
577	Bowling Green	201	Saturday	Afternoon	45.8244538003295	24.0936658219169	87.1548805241734
578	Bowling Green	CL4	Saturday	Afternoon	92.4573677857452	48.8947104420044	174.8320990265
579	Bowling Green	207	Saturday	Afternoon	39.3332164235632	20.9308311460144	73.914977548202
580	Bowling Green	206U	Saturday	Afternoon	50.5428268871649	26.786957999666	95.3664596695815
581	Bowling Green	225	Saturday	Afternoon	65.7735901395448	34.7675665286207	124.431060088244
582	Bowling Green	106	Saturday	Afternoon	104.781322280591	55.3087246889166	198.506213271435
583	Bowling Green	224L	Saturday	Afternoon	75.9082473855626	40.2876249138407	143.023125177285
584	Bowling Green	218	Saturday	Afternoon	43.5801533914039	23.1353181743454	82.0922260634539
585	Bowling Green	204U	Saturday	Afternoon	59.6124889012524	31.0679173246168	114.38323322002
586	Bowling Green	208	Saturday	Afternoon	44.1306240894808	23.1918909623555	83.9738331681627
587	Bowling Green	224U	Saturday	Afternoon	60.3989481262251	31.7948992513222	114.736420641519
588	Bowling Green	206L	Saturday	Afternoon	62.3105611007419	31.9012493880006	121.707020858867
589	Bowling Green	130	Saturday	Afternoon	42.365713598293	22.4149932667907	80.0738000377535
590	Bowling Green	229	Saturday	Afternoon	56.292613435133	29.0881299795357	108.939912245534
591	Bowling Green	203L	Saturday	Afternoon	56.2225941060979	29.3022258903027	107.87508429744
592	Bowling Green	203U	Saturday	Afternoon	54.2817203460459	28.2082043463709	104.455608997508
593	Bowling Green	204L	Saturday	Afternoon	58.0575290191168	30.2403129476033	111.463022279098
594	Bowling Green	226U	Saturday	Afternoon	65.9210847180297	34.4021345153371	126.317435578432
595	Bowling Green	110	Saturday	Afternoon	44.7729245599235	23.1329012411501	86.6564359027603
596	Bowling Green	131	Saturday	Afternoon	43.3283176556609	23.0068759483047	81.5992190807718
597	Bowling Green	205U	Saturday	Afternoon	51.9941395453998	26.9706051423369	100.234701179281
598	Bowling Green	205L	Saturday	Afternoon	47.754855179439	24.0552825659112	94.8035504035582
599	Bowling Green	TT3	Saturday	Afternoon	95.2134079131663	39.1579445285359	231.513506533331
600	Bowling Green	TT1	Saturday	Afternoon	416.125477357258	171.118446060344	1011.93306094389
601	Bowling Green	128	Saturday	Night	67.8437527529321	36.1365947321889	127.371569504888
602	Bowling Green	123	Saturday	Night	65.2784889450123	34.6996394564973	122.804766438177
603	Bowling Green	111	Saturday	Night	52.7100726117036	28.0587935263502	99.0189315204126
604	Bowling Green	228	Saturday	Night	48.7544462939849	25.9480878146753	91.6058266185115
605	Bowling Green	109	Saturday	Night	75.0311054540953	39.7307259169409	141.695543077483
606	Bowling Green	217	Saturday	Night	42.1595687689111	22.3895374607929	79.3865992941153
607	Bowling Green	CL2	Saturday	Night	140.279227490503	74.3912580720018	264.523845614846
608	Bowling Green	108	Saturday	Night	83.1060591901963	44.1305136406686	156.504343692016
609	Bowling Green	129	Saturday	Night	61.8618494356624	32.923434680426	116.236001885786
610	Bowling Green	211	Saturday	Night	39.6896800506835	21.0649708901639	74.7815276241935
611	Bowling Green	127	Saturday	Night	89.0368085625236	47.3080913760494	167.572883378105
612	Bowling Green	122	Saturday	Night	57.8755309547163	30.6864647182927	109.154870528099
613	Bowling Green	210	Saturday	Night	39.7138686333747	21.0954583482707	74.7644983953729
614	Bowling Green	216	Saturday	Night	37.0501431232743	19.639152747675	69.8967579249375
615	Bowling Green	215	Saturday	Night	41.1235200013293	21.8462193744642	77.4112842278098
616	Bowling Green	121	Saturday	Night	52.6961421570692	28.000317198544	99.1732835934603
617	Bowling Green	213	Saturday	Night	38.2502356112108	20.3434791339316	71.918894240308
618	Bowling Green	212	Saturday	Night	40.5770569972616	21.5721918811262	76.325000427961
619	Bowling Green	101	Saturday	Night	43.8714004542139	23.3361818505377	82.4770645918517
620	Bowling Green	103	Saturday	Night	67.1511417119351	35.6732491305602	126.404965712905
621	Bowling Green	226L	Saturday	Night	74.8758245183743	39.29452716825	142.676079885149
622	Bowling Green	CL3	Saturday	Night	142.084881297176	75.089155598652	268.855247236193
623	Bowling Green	132	Saturday	Night	58.0200669019047	30.795264070137	109.313177365019
624	Bowling Green	124	Saturday	Night	78.6003769535994	41.5819202634023	148.574650187221
625	Bowling Green	202	Saturday	Night	45.1388379101343	23.936764498635	85.1207224766559
626	Bowling Green	105	Saturday	Night	89.384771553471	47.4829583780152	168.263260306153
627	Bowling Green	219	Saturday	Night	33.6861696457395	17.8931432312966	63.4185962037545
628	Bowling Green	227	Saturday	Night	60.6732746716457	32.194318207079	114.344594462371
629	Bowling Green	221	Saturday	Night	49.6177031791604	26.1251612280276	94.2354555168859
630	Bowling Green	102	Saturday	Night	55.210247992783	29.36247167221	103.811815212734
631	Bowling Green	222	Saturday	Night	49.3658499388351	26.2650944948409	92.7842517628204
632	Bowling Green	104	Saturday	Night	80.3588652720589	42.6840018862735	151.287295999524
633	Bowling Green	CL1	Saturday	Night	119.685267669402	63.0222083374913	227.293896468794
634	Bowling Green	214	Saturday	Night	37.5610668845657	19.9330341329308	70.7786750425527
635	Bowling Green	107	Saturday	Night	90.4678796186455	48.0384095800778	170.372776997346
636	Bowling Green	223	Saturday	Night	63.6935855888897	33.6736034844729	120.476350178557
637	Bowling Green	201	Saturday	Night	48.3682516850774	25.3944025172925	92.126119898978
638	Bowling Green	CL4	Saturday	Night	97.5898426348191	51.5336971083564	184.806794774762
